question,answer_llm,answer_orig,document
Are there specific criteria or guidelines that reviewers have to follow when scoring the capstone project?,"Yes. Reviewers have to follow the peer review criteria defined in the course guidelines. The capstone project will be graded by three randomly assigned students, and the final grade is the median of those scores.

The context does not include the actual criteria themselves, only that they must follow the guidelines linked in the course materials.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"After the project deadline, how are the review assignments given out?","After the submission deadline has passed, an Excel sheet is shared, and 3 projects are assigned to each participant for review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Will we get a list or spreadsheet of the projects we need to grade?,"Yes. After the submission deadline passes, an Excel sheet will be shared with the projects assigned for review — 3 projects per participant.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects does each participant have to review after submissions close?,Each participant has to review **3 projects** after submissions close.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"When the deadline is over, what happens next for project grading assignments?","After the submission deadline has passed, an Excel sheet is shared assigning 3 projects to each participant for review/grading.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Do we get assigned exactly three capstone projects each for review?,"Yes. Based on the context, each participant is assigned **3 projects** for review/grading after the submission deadline, and each submitted capstone is evaluated by **three randomly assigned students**.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
I already turned in my capstone project — why don’t I see anything to review yet?,"Once the project submission deadline has passed, projects will be assigned for evaluation. You can’t choose which projects to review, and you can’t review anything before the list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
When do project reviews get assigned after the submission deadline is over?,"After the submission deadline has passed, an Excel sheet will be shared, and each participant will be assigned 3 projects to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to evaluate, or are they assigned automatically?","They are assigned automatically. After the submission deadline passes, you’ll be given projects to evaluate, and you can’t choose which ones to review.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is there a way to review other students’ projects before the review list is released?,No. You can only peer-review projects after the submission deadline has passed and the review list has been released.,"Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"I submitted my project already, but the review page is empty — is that normal?","Yes, that can be normal.

You won’t be able to review projects until the submission deadline has passed and the peer-review list has been released. At that point, projects will be assigned to you automatically — you can’t choose them yourself and you can’t review before the list is available.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"Please check this GitHub page for project ideas, datasets, tips, and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some good datasets I can use for the project?,"Yes — please check this GitHub page: [project.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md). It includes several ideas and datasets you can use for the project, plus tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on the capstone topic — do you have a link with ideas and dataset suggestions?,"Yes — check this GitHub page for capstone ideas and dataset suggestions:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"What’s the best place to find tips, guidelines, and possible data sources for the project?","Please check this GitHub page for tips, guidelines, and possible datasets for the capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Can you point me to the GitHub page that lists project ideas and datasets?,Yes — here it is: [GitHub page with project ideas and datasets](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md).,"Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone project ingestion pipeline, or is a normal Python script enough?","No — you do **not** need Airflow, Mage, or Kestra for the capstone ingestion pipeline.

A **plain Python script** that ingests and indexes your data is enough to get **full points** for the ingestion-pipeline criterion. If you use a **Jupyter notebook** with the same steps, that’s worth **1 point instead of 2**.

Use an orchestrator only if it actually fits your project, for example if you have a feed that updates on a schedule. Don’t add one just to satisfy the criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"If I build the ingestion part in a Jupyter notebook instead of a script, will I still get full credit for that criterion?",No. A Jupyter notebook with the same ingestion steps is worth **1 point instead of 2** for that criterion. A plain Python script is enough for full points.,"No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I add an orchestration tool just to make the capstone look better, or only if the project really needs recurring ingestion?","Only if the project really needs it.

For the capstone, you do **not** need an orchestration tool just to make the project look better. A **plain Python script** that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. Use an orchestrator like Airflow, Mage, or Kestra only if it genuinely fits the project, for example if you have **recurring ingestion** from a source that updates daily.

So: **don’t add one just for optics**. Add it only if it serves the workflow.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"For the capstone, what counts for the ingestion pipeline points if I’m just reading data and indexing it with Python?","For the capstone, a plain Python script that reads your data and indexes it is enough to get full points for the **ingestion pipeline** criterion.

If you do the same steps in a **Jupyter notebook**, that counts for **1 point instead of 2**.

So if you’re just reading data and indexing it with Python, that’s enough — you do **not** need an orchestrator like Airflow or Kestra.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Is it okay to skip an orchestrator in the project unless I have something like a daily-updating feed?,"Yes. For the capstone, you can skip an orchestrator unless it actually fits your project.

A plain Python script is enough for full points on the ingestion-pipeline criterion, and you should only use an orchestrator if it makes sense for your use case, like a daily-updating feed.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I test a recommender-style RAG when I don't have a clear right-answer dataset?,"If you don’t have obvious Q&A ground truth, use one or both of these:

1. **Synthetic ground truth**
   - For each item in your dataset, ask an LLM to generate about 5 user queries that *should* retrieve that item as the top result.
   - Run those queries through your retriever.
   - Measure **hit rate**, **MRR**, or **NDCG**.

2. **LLM-as-a-judge**
   - Sample real queries, run the full RAG, and have an LLM rate the result using a fixed rubric, like a 1–5 relevance/usefulness score.

For recommender-style RAG, **NDCG is often a better fit than hit rate** because multiple items may be acceptable, and NDCG rewards ranking good items near the top.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
What’s a good way to create synthetic eval data for item retrieval in RAG?,"A good way is to create **synthetic ground truth**:

- For each item in your dataset, give the LLM the item’s description.
- Ask it to generate about **5 user queries** that should retrieve that item as the **top result**.
- Then run those queries through your retriever and measure **hit rate, MRR, or NDCG**.

For ranking-style item retrieval, **NDCG** is often a better metric than hit rate because it rewards putting good items higher in the list, not just getting the first one right.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Can I use an LLM as a judge to score the quality of my RAG outputs?,"Yes — you can use an LLM as a judge to score the quality of your RAG outputs. A common approach is to sample queries, run your full RAG pipeline, and have an LLM rate the result using a fixed rubric, such as a 1–5 scale for relevance or usefulness.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking tasks, should I use hit rate or something like NDCG?","For ranking-style tasks, **NDCG is often a better fit than hit rate**.

- **Hit rate** tells you whether you retrieved a correct item somewhere in the top *k*.
- **NDCG** rewards getting the best items **higher in the list**, which is useful when **multiple items could be acceptable** and ranking quality matters.

If you want, you can also track **hit rate, MRR, and NDCG together**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I measure whether my retriever puts the best items near the top when several results are acceptable?,"Use **NDCG**.

It’s a good metric when **several results are acceptable**, because it rewards putting the better items **higher in the ranking**, not just getting the single first hit. You can also look at **MRR** or **hit rate**, but for “best items near the top” ranking problems, **NDCG is often the better fit**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a huge PDF corpus for a RAG project without overthinking it from the start?,"Don’t overengineer the chunking at the start.

A good approach is:

- Start with a simple, sensible chunking strategy.
- Keep related context together.
- Preserve useful metadata like titles, section names, page numbers, dates, and headers.
- Remove obvious noise first: duplicate text, boilerplate, OCR errors, repeated headers/footers.
- Store the cleaned text in a structured format if that helps, JSON is often convenient.

The main goal is not just making text shorter, but making retrieval more accurate.

So for a huge PDF corpus, begin with a basic chunking setup, test it on a sample, and only refine the chunking once you see how retrieval performs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it okay to begin with simple fixed-size chunks, and roughly what size/overlap makes sense?","Yes — that’s a good way to start.

A simple baseline is:

- **fixed-size chunks**
- around **1000 tokens per chunk**
- with **some overlap**

Then run a small ground-truth eval and adjust from there.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Would it help to have an LLM split long documents into sections instead of using plain chunks?,I don’t know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Should I add short summaries to each chunk when indexing a big set of docs?,"Yes — for a large corpus, adding a short LLM-generated summary per chunk can help. The context suggests indexing the summary alongside the chunk, or using it to boost retrieval.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial documents, is hybrid search better than only dense embeddings, and what PDF parsing tools are good before chunking?","Yes — for long, structured documents like legal or financial PDFs, **hybrid search (BM25 + dense)** is preferred so **exact wording isn’t lost** during semantic matching.

For parsing PDFs before chunking, good tools mentioned are:

- **pymupdf4llm** — fast, decent quality
- **Docling** — slower, but higher quality on tables/figures
- **GROBID** — especially good for academic papers and structure extraction
- Also mentioned generally for PDFs/OCR:
  - **PyMuPDF**
  - **unstructured**
  - **pytesseract** for scanned PDFs

If you want, I can also suggest a practical chunking workflow for legal/financial PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What do you mean by reproducibility in the capstone project — do reviewers actually need my API keys to run it?,"No — reviewers should **not** need your API keys.

By “reproducibility,” the expectation is that a reviewer can:

- **clone your repo**
- **follow your README**
- **recreate the system from scratch**
- using **their own credentials** if any external services are needed

What you should do instead:

- **Never commit API keys or hosted-service credentials**
- Include a **`.env.example`** file with the needed variable names, but no secret values
- Tell reviewers to create their own **`.env`** file, and keep that file in **`.gitignore`**
- Provide a script or notebook that can **ingest the data and rebuild the search index locally**
- Pin dependencies and document the Python version

So the goal is: **your project is runnable without your secrets**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up my repo so someone can clone it and rebuild the search index from the dataset?,"Set it up so a reviewer can **clone the repo and rebuild everything locally from the dataset** without needing your secrets.

For reproducibility, the repo should include:

- a **script or notebook** that ingests the dataset and **rebuilds the search index**
- a **README** with clear steps to run it
- a **`.env.example`** with variable names only, and keep real `.env` out of git
- pinned dependencies (`requirements.txt` or lock file)
- the Python version you used, and Docker version if relevant

So the key idea is: **don’t commit the built index as the only way to run it** — commit the code and data-processing steps needed to recreate it.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Is it okay to commit my credentials, or should I use a .env.example file instead?","No — you should **not** commit your credentials.

Use a `.env` file for your real keys and add it to `.gitignore` so it never gets committed. The course also recommends shipping a `.env.example` file with only the variable names and no secret values, so others can create their own `.env`.

So the pattern is:

- `.env` → real credentials, **not committed**
- `.env.example` → template, **committed**

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What kind of model should I use so reviewers don’t waste a lot of credits testing the project?,"Use a cheap model, such as `gpt-4o-mini` or Groq, so reviewers don’t burn through credits while testing your project.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to lock dependency versions and mention the Python or Docker version somewhere in the README?,"Yes. You should pin dependency versions and document the Python version in the README; if you use Docker, also mention the Docker version.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in something besides Python, like JavaScript, Go, or Rust?","Yes, technically you can use another language or stack like JavaScript, Go, or Rust, but **the course strongly recommends Python for both homework and the capstone**.

Why:
- The course materials, examples, and reviewer expectations are Python-based.
- A non-Python stack makes reproducibility and review harder.

If you do use another language, your README needs to be very thorough:
- explain installation and setup,
- show how to run it on Windows, macOS, and Linux,
- include clear, reproducible commands.

So: **Python is the easiest and recommended path**, but other languages are allowed if you have a strong reason.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a non-Python stack for the project, is that actually allowed or will it be rejected?","Yes, it’s technically allowed to use a non-Python stack for the capstone project.

That said, Python is the expected/default choice, and a non-Python stack can make review and reproducibility harder. If you choose another language or stack, your README needs to be very thorough and should explain how to install dependencies and run the project on Windows, macOS, and Linux.

So: it won’t be automatically rejected just for not being Python, but it must still be easy for reviewers to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What kind of README do I need if I submit the assignment in another language instead of Python?,"If you submit in another language instead of Python, your README needs to be very thorough.

It should explain:
- how to install dependencies
- how to run the homework or project
- how to do this on Windows, macOS, and Linux

The reviewer should be able to reproduce and evaluate the submission without knowing that language or ecosystem. For example, a Go project README should include commands like:

```bash
go mod tidy
go run .
```

So: include clear, cross-platform setup and run instructions.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
How detailed should the setup instructions be for a project that isn’t written in Python?,"Very detailed. The README should explain how to install dependencies and run the project on **Windows, macOS, and Linux**, assuming the reviewer knows **nothing about that language or ecosystem**.

For example, for a Go project it should include steps like:

```bash
go mod tidy
go run .
```

The submission must be easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"For the final project, do I have to stick to Python, or can I choose another language if I explain it well?","Yes — for the capstone/final project you can use another language, but **Python is the default and strongly recommended**.

If you choose a non-Python stack, it should be because you have a strong reason, and you’ll need to make the project **very thoroughly documented** so it’s easy for the reviewer to reproduce on Windows, macOS, and Linux.

So in short:
- **Python is the easiest and expected choice**
- **Other languages are allowed**
- If you do use another language, your **README must be very clear and complete**

","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look to see past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
